# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KP1_4425	KP1_4425	BAH64936	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4426	KP1_4426	BAH64937	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4428	KP1_4428	BAH64938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4449	KP1_4449	BAH64957	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4452	KP1_4452	BAH64960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4453	KP1_4453	BAH64961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4454	KP1_4454	BAH64962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4455	KP1_4455	BAH64963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4456	KP1_4456	BAH64964	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_4457	KP1_4457	BAH64965	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4458	KP1_4458	BAH64966	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4459	KP1_4459	BAH64967	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4460	KP1_4460	BAH64968	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4461	KP1_4461	BAH64969	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4463	KP1_4463	BAH64970	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4464	KP1_4464	BAH64971	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4496	KP1_4496	BAH65002	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4550	KP1_4550	BAH65053	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4551	KP1_4551	BAH65054	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4552	KP1_4552	BAH65055	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_4554	KP1_4554	BAH65056	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4564	KP1_4564	BAH65064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4565	KP1_4565	BAH65065	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4566	KP1_4566	BAH65066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4570	KP1_4570	BAH65069	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4578	KP1_4578	BAH65077	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4580	KP1_4580	BAH65078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4582	KP1_4582	BAH65079	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4583	KP1_4583	BAH65080	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4584	KP1_4584	BAH65081	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4586	KP1_4586	BAH65082	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_4587	KP1_4587	BAH65083	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4588	KP1_4588	BAH65084	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4589	KP1_4589	BAH65085	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4629	KP1_4629	BAH65122	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4632	KP1_4632	BAH65125	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4633	KP1_4633	BAH65126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4636	KP1_4636	BAH65129	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4680	KP1_4680	BAH65170	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_4681	KP1_4681	BAH65171	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_4682	KP1_4682	BAH65172	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_4683	KP1_4683	BAH65173	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_4684	KP1_4684	BAH65174	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
KP1_4694	KP1_4694	BAH65184	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4696	KP1_4696	BAH65186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4697	KP1_4697	BAH65187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4699	KP1_4699	BAH65188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4700	KP1_4700	BAH65189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4701	KP1_4701	BAH65190	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KP1_4706	KP1_4706	BAH65193	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4750	KP1_4750	BAH65233	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_4751	KP1_4751	BAH65234	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_4752	KP1_4752	BAH65235	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_4762	KP1_4762	BAH65243	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_4795	KP1_4795	BAH65272	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4797	KP1_4797	BAH65274	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4799	KP1_4799	BAH65276	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_4800	KP1_4800	BAH65277	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_4805	KP1_4805	BAH65282	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_4857	KP1_4857	BAH65330	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
KP1_4861	KP1_4861	BAH65333	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_4865	KP1_4865	BAH65336	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
KP1_4943	KP1_4943	BAH65405	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4945	KP1_4945	BAH65407	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4984	KP1_4984	BAH65442	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4987	KP1_4987	BAH65445	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4994	KP1_4994	BAH65451	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
KP1_4995	KP1_4995	BAH65452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_4997	KP1_4997	BAH65453	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_4999	KP1_4999	BAH65455	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5003	KP1_5003	BAH65459	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5068	KP1_5068	BAH65515	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5070	KP1_5070	BAH65517	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5220	KP1_5220	BAH65655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5231	KP1_5231	BAH65664	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5232	KP1_5232	BAH65665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5233	KP1_5233	BAH65666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5234	KP1_5234	BAH65667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5235	KP1_5235	BAH65668	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KP1_5236	KP1_5236	BAH65669	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5237	KP1_5237	BAH65670	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5333	KP1_5333	BAH65761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5335	KP1_5335	BAH65763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5338	KP1_5338	BAH65766	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5367	KP1_5367	BAH65790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5374	KP1_5374	BAH65795	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5375	KP1_5375	BAH65796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5401	KP1_5401	BAH65819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5402	KP1_5402	BAH65820	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5403	KP1_5403	BAH65821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5404	KP1_5404	BAH65822	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5405	KP1_5405	BAH65823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5406	KP1_5406	BAH65824	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5407	KP1_5407	BAH65825	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_5408	KP1_5408	BAH65826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5409	KP1_5409	BAH65827	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5410	KP1_5410	BAH65828	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5411	KP1_5411	BAH65829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5451	KP1_5451	BAH65863	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5452	KP1_5452	BAH65864	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5454	KP1_5454	BAH65865	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KP1_5460	KP1_5460	BAH65871	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5461	KP1_5461	BAH65872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5462	KP1_5462	BAH65873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5463	KP1_5463	BAH65874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5464	KP1_5464	BAH65875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5465	KP1_5465	BAH65876	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5466	KP1_5466	BAH65877	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5469	KP1_5469	BAH65880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5492	KP1_5492	BAH65902	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_5497	KP1_5497	BAH65906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_5501	KP1_5501	BAH65909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KP1_6002	KP1_6002	KP1_6002-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_6007	KP1_6007	KP1_6007-1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_6008	KP1_6008	KP1_6008-1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_6011	KP1_6011	KP1_6011-1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
KP1_6018	KP1_6018	KP1_6018-1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_6019	KP1_6019	KP1_6019-1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_6036	KP1_6036	KP1_6036-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6043	KP1_6043	KP1_6043-1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
KP1_6044	KP1_6044	KP1_6044-1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
KP1_6047	KP1_6047	KP1_6047-1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
KP1_6048	KP1_6048	KP1_6048-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_6058	KP1_6058	KP1_6058-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6059	KP1_6059	KP1_6059-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6060	KP1_6060	KP1_6060-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6061	KP1_6061	KP1_6061-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6062	KP1_6062	KP1_6062-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6063	KP1_6063	KP1_6063-1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
KP1_6064	KP1_6064	KP1_6064-1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
KP1_6066	KP1_6066	KP1_6066-1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
KP1_6067	KP1_6067	KP1_6067-1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
KP1_6068	KP1_6068	KP1_6068-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_6069	KP1_6069	KP1_6069-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_6070	KP1_6070	KP1_6070-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KP1_6085	KP1_6085	KP1_6085-1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
KP1_6086	KP1_6086	KP1_6086-1	protein_coding	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0
KP1_6112	KP1_6112	KP1_6112-1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
KP1_6118	KP1_6118	KP1_6118-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LSU_rRNA_bacteria	EBG00001269631	EBT00001801989	rRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LSU_rRNA_bacteria	EBG00001269680	EBT00001801971	rRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
LSU_rRNA_bacteria	EBG00001269722	EBT00001801909	rRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LSU_rRNA_bacteria	EBG00001269726	EBT00001801942	rRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
LSU_rRNA_bacteria	EBG00001269731	EBT00001802002	rRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
LSU_rRNA_bacteria	EBG00001269768	EBT00001801990	rRNA	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	4
PK-G12rRNA	EBG00001269632	EBT00001802024	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PK-G12rRNA	EBG00001269643	EBT00001802058	rRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
PK-G12rRNA	EBG00001269718	EBT00001801999	rRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
PK-G12rRNA	EBG00001269732	EBT00001801959	rRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PK-G12rRNA	EBG00001269740	EBT00001801891	rRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
PK-G12rRNA	EBG00001269743	EBT00001802003	rRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
RprA	EBG00001269658	EBT00001801907	sRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SSU_rRNA_archaea	EBG00001269601	EBT00001801873	rRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
SSU_rRNA_bacteria	EBG00001269597	EBT00001801973	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SSU_rRNA_bacteria	EBG00001269604	EBT00001801894	rRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
SSU_rRNA_bacteria	EBG00001269624	EBT00001801966	rRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SSU_rRNA_bacteria	EBG00001269702	EBT00001801947	rRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
SSU_rRNA_bacteria	EBG00001269737	EBT00001801939	rRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
STnc240	EBG00001269703	EBT00001802029	sRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
StyR-44	EBG00001269584	EBT00001801877	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
StyR-44	EBG00001269603	EBT00001802023	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
StyR-44	EBG00001269607	EBT00001801995	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
StyR-44	EBG00001269701	EBT00001802044	lincRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
StyR-44	EBG00001269728	EBT00001801967	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
StyR-44	EBG00001269766	EBT00001802005	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
abgA	KP1_2550	BAH63220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
abgR	KP1_2551	BAH63221	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
acT	KP1_2042	BAH62758	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
acnA	KP1_2315	BAH63001	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
acoA	KP1_1119	BAH61916	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acoB	KP1_1118	BAH61915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acoC	KP1_1117	BAH61914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acoD	KP1_1116	BAH61913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acoK	KP1_1121	BAH61917	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acpD	KP1_2486	BAH63162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acrE	KP1_4991	BAH65449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
acrF	KP1_4992	BAH65450	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
adhE	KP1_3311	BAH63927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
adhP	KP1_2916	BAH63562	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
agaR	KP1_4856	BAH65329	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
agp	KP1_2013	BAH62731	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
aldA	KP1_2509	BAH63183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
alkA	KP1_3731	BAH64307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
allA	KP1_1359	BAH62133	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
allR	KP1_1360	BAH62134	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
allS	KP1_1357	BAH62132	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
alpA2	KP1_3596	BAH64188	protein_coding	0	0	0	28	0	0	0	18	0	0	0	0	0	0	0	0	10
alr	KP1_3431	BAH64034	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
amiC	KP1_4494	BAH65000	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
amtB	KP1_1286	BAH62068	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
ardC	KP1_3643	BAH64228	protein_coding	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0
argA	KP1_4495	BAH65001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
argD	KP1_2251	BAH62943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
argD	KP1_5073	BAH65520	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
aroE	KP1_5000	BAH65456	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
aroF	KP1_4178	BAH64715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
aroG	KP1_1710	BAH62450	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
aroH	KP1_3265	BAH63885	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
arsB	KP1_4591	BAH65087	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
arsC	KP1_4590	BAH65086	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
artI	KP1_1861	BAH62591	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
artJ	KP1_1858	BAH62588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
artM	KP1_1859	BAH62589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
artP	KP1_1862	BAH62592	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
artQ	KP1_1860	BAH62590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
asnS	KP1_1931	BAH62654	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
aspC	KP1_1928	BAH62651	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
asr	KP1_2591	BAH63258	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bcsC	KP1_5222	BAH65657	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
betA	KP1_2033	BAH62749	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
bioA	KP1_1749	BAH62486	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
bioB	KP1_1750	BAH62487	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
bioC	KP1_1752	BAH62489	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
bioD	KP1_1753	BAH62490	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
bioF	KP1_1751	BAH62488	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
birA	KP1_0210	BAH61115	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
btuB	KP1_0121	BAH61031	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
btuC	KP1_3273	BAH63892	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
btuD	KP1_3269	BAH63889	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
btuE	KP1_3270	BAH63890	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
cas1	KP1_3165	BAH63793	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cas2	KP1_3164	BAH63792	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cas3	KP1_3171	BAH63799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
cbiO	KP1_4450	BAH64958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
cbiQ	KP1_4451	BAH64959	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
cbpA	KP1_0376	BAH61265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ccmA	KP1_3156	BAH63785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ccmB	KP1_3155	BAH63784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
